id,BG,AG,HA,ED,HE,SE
25393,2,0,2,5,1,0
25394,0,3,1,7,1,0
25395,2,3,0,8,3,1
25396,0,2,1,0,3,0
25397, ,1,1,9,3,0
25398,2,0,2,9,3,1
25399,2,0,2,4,3,0
25400,0,4,0,4,2,1
25401, ,4, ,10,0,2
25402,1, ,1, , , 
25403,0, , , ,3, 
25404,2,1,0,7, ,2
25405,2,1,2,6,0,0
25406,0,2,0,0,0,2
25407,2, ,0,1, ,2
25408, ,2,2,3,0,0
25409,0,2,1,3,3,1
25410,2,4,1,4, ,2
25411,1,4,1,5,1,0
25412,2,1,1,9, ,2
25413,0,1,2,7,3,2
25414,2,1,2,4, ,0
25415,0,2,2,8,1,1
25416,1,4,1,2,3,0
25417,2,0,0,9,0, 
25418,1, ,0,10,3,1
25419,1, ,1,1,0,2
25420,0,2,2,5,1,0
25421,2,0,1,4,1, 
25422,2,1,1,4,1,0
25423,2, ,1,9,1,0
25424,0,4,1,3,1,1
25425,1,0,2,0,2,0
25426,0,2,0,10,2, 
25427,2,4,1,4,1,1
25428,0,0,1,6,3,2
25429,0,0,2, , ,1
25430,2,1,0,4, , 
25431,0,0,1,10,0,0
25432,1,1,0,0,3,2
25433,2,0,1,9,2,1
25434, , ,1,4,0, 
25435,2, ,1,1,0,0
25436,1,3,2,1,1,1
25437,2, ,1,4,0,0
25438,2,4,2,5,1,2
25439,0,1,1,8,1,2
25440,2,2,0,8,2,0
25441,2,1,1,3,2,1
25442,0,2,2,6,2,1
25443,2,0,2,8,0,1
25444,2,3,1,1,2,2
25445,1,4,2,1, ,2
25446,0,1,0,1,3,1
25447,1,0,0,5,2,0
25448,2,3,2,2,1,1
25449,1,4,0,4,2,2
25450,2,0,2,8,0,0
25451,1,0,1,6,1, 
25452,2,1,2,0, ,2
25453,0,1,0,1,2, 
25454,0,4,1,1, , 
25455,1,0,1,7,1,2
25456,0,4,1,1,1,1
25457,2,4,1,8,2, 
25458,0,2,1,4,3,0
25459,2,2,2,7,1, 
25460,2,0,0,10,0,0
25461, ,4, ,0,1,0
25462,0, ,0,7,3,1
25463, ,3,2,6,2,2
25464,1,1,1,2,3,2
25465,2,0, ,2,2,0
25466,1,3,1,5,0,0
25467,1,4,2,5,1,0
25468,0,1,1,10,2, 
25469,1,3,2,9, ,1
25470,1,3,0,9,1,2
25471, ,1,2,0,2,1
25472,0,4, ,2, ,2
25473,2,0,2,10,1,1
25474,1,2,0,2,0,2
25475,0, ,2,4,1,2
25476,2,1,0,10,3,2
25477,1,0,2,6,0,0
25478,2,4,1,6,1,2
25479,1,1,2,0,3,2
25480,0,4,0,6,3,2
25481,2,2, ,10,2,0
25482,0, ,0,8,3,0
25483,2,3,2,1,3,0
25484,1,4,0,6,3,2
25485,2,2,2,0, ,1
25486,0,2,1,7,2,0
25487,1,0,0,7,0,0
25488,1,3, ,10,2, 
25489,2,1,0,0,1,0
25490,2,3,1,2, ,0
25491, ,4,0, ,2,1
25492,2,3,2,3,0, 
25493,1, ,2,6,0,2
25494, ,4,1,3,0,2
25495,0,3,1,2,0,1
25496,2,0,2,1,3,2
25497,0,1,0,6,2,0
25498,1,3,1,10,0,1
25499,2,1,1,8,2,2
25500,0,1,2,7,3,0
25501,0,4,0,4,1, 
25502,2,1,1,9,2,0
25503,2,4,0,4,0,2
25504,1,3, ,1,2,1
25505,1,4,0,10,3,2
25506,0,1,2,0,1,1
25507,2,4, ,1,3,0
25508,0,1, ,1,1,0
25509,1, ,1,9,3,1
25510,0,2,2,2,1,2
25511,0,4,0,6,1,0
25512,0,4,1,1,1,1
25513,2,4,0,5,3,1
25514,1, , ,5,2,1
25515,1,2,1,9, ,2
25516,0,3,1,4, ,0
25517,1, ,0,6,2,1
25518,2,3,0,8,2,2
25519,1,2,0,4, ,2
25520,1, , ,1,0,0
25521,2,3,1,0,3,0
25522,0,1,0,8,3,0
25523,1,1,2, ,2,2
25524,2,3, ,7,1,2
25525,2,2,2,7,1,0
25526,1,4,1,8,2,2
25527,1,1,1,1,0,2
25528,0,2,0,8,3,0
25529,2,2, ,9,3,0
25530,1,4,2,0,1, 
25531,2,0,0,3,2, 
25532,2,2,0,1,1,1
25533,2,4,0, ,0,0
25534,0,1,2,5,3,1
25535,0,0,0,2,2, 
25536,2,1, ,6,0,2
25537,0,0,0,9,1,2
25538,2,4,0,6,3,2
25539,0,1,1,8,2,0
25540,1,3,0,9,0, 
25541,1,3,1,3, ,2
25542,2, ,0,8,2,1
25543,1,3,2,0,3, 
25544,0,3,0,3,2,1
25545,2,4,1,2,2,0
25546, ,3,2,3,3,0
25547,1,1,0,6, ,2
25548,1,0,1,8,3,0
25549,2,4,0,9,1,0
25550, ,0,2,7,2, 
25551,0,4,0,6,1,0
25552,2,2,0,1,2,2
25553,2,3,0,1,1,0
25554,1,4,0,2,0,1
25555, ,4, ,10,2,2
25556, ,3, ,5,0,2
25557,1,2,2,8, ,1
25558,2, ,0,8,3,0
25559,1,2,0,3,1,2
25560,0,0,1,0,1,2
25561,0, ,1,4,3,2
25562,2,1,2,3,0,1
25563,0,0,1,5,1,0
25564,1,1,2,4,3,2
25565,0, ,1,6,0,2
25566,2,0, ,8,0,0
25567,1,1,1,4,3,1
25568,0,1,1,6,1,1
25569,0,3,1,8,0,0
25570,0,1,2,7,3,0
25571,2,1,2,1,0,0
25572,1,1,0,4,2,2
25573,1,3,0,8,2,2
25574,1,0,2,2,2,0
25575,0,0,2,9,1,2
25576,0,4,2,2,3,2
25577,2,3,0,7,0,2
25578,0,4,0,7,1,0
25579,0,3,2,2,1,1
25580,1,1,0,2,1,1
25581,2,4,2,3,1,2
25582,0,1,2,9,2,1
25583,1,4,2,6,1,0
25584,1,0,0,3,1,2
25585,0,3, ,1,0,1
25586,0,3,0,1,2,0
25587,1,3, ,1,3, 
25588,0,3,2,4,1,0
25589,0, ,2,3,3,1
25590, ,1,0,1,1,0
25591,2,4,0,0,3,2
25592,2,3,1,1,3, 
25593,0,0, , ,1,1
25594,0,1,0,0,1,2
25595,0,1, ,2,0,2
25596,0,0,1,10,2,2
25597,0,0,2, ,1,1
25598,1,3,2,1,3,1
25599,1,1,0,0,2,2
25600, ,4,1,0,0,1
25601,0,3,2,2,2,2
25602,2,0,2, ,3,0
25603,1,1,0,1,0,1
25604, ,0,2,7,1,1
25605,0,2,0,4,2, 
25606,0,0,2,6,2,2
25607,1,3,0,4,1,0
25608,0,0,0,9, ,0
25609,1,0,0, ,3,2
25610,1,2,0,7,1,2
25611,1,4,2, ,2,2
25612,0,3,2, ,2,0
25613,2,4,1,4,0,2
25614,0,0,2,2,0,0
25615,0,1,0, ,2,1
25616,1,2,1,7,3,2
25617,2,4,0,0,3,1
25618,1,3,0,2,0,2
25619,0,0,0,8,0,0
25620,1,3,1,7, ,2
25621, , ,2,8,3,2
25622,2, ,2, ,1,0
25623,1,1,2,9,3,1
25624, ,3, , ,2, 
25625,2,0,2,10, ,2
25626, ,2,1,1,3,2
25627,0,0, ,2, ,0
25628,0,0,0,5,2,1
25629,2,4,2,3,0,1
25630,1,0,1, ,3,0
25631,0,4, ,0,3,2
25632, , , ,9,1,0
25633,2, ,2,4,2,0
25634,1,1,2,4,0,0
25635,1, ,2,5,3,2
25636,2,2,0,0,1, 
25637,2,2,0,6,1,0
25638,1,1,0,0,1,2
25639,2,0,0,6,3,1
25640,1,1,2,7,3, 
25641,0,2,2,1,1,1
25642,0,4,1,3,0,1
25643,2,1,1,4,1,2
25644,1,3, ,1,3,2
25645,0,3,2, ,2,0
25646,0,1,1,10,2,1
25647,2,0,0,10,0,0
25648,0,0,1,4,0,1
25649,2,0, ,1,2,0
25650,2,1,0,5,3,1
25651,1,1, , , ,2
25652,1,3,1,4,2,0
25653,1, ,0,5,0,0
25654,0,3,2,6,3,1
25655,2,2,0,0,2,2
25656,2,4, ,4, ,1
25657,2,2,1,9,2,2
25658,1,0,0,10,2,0
25659,0,2,2,7,3,0
25660,2,0, ,8,1,2
25661,0,0, ,10,0, 
25662,1,0,0,0,1,1
25663,0,3,1,8,1,0
25664,0,4,2,6,2,1
25665,1,2,0,0, , 
25666,1,1,2,5,1,2
25667,2, ,0, ,3,0
25668, ,4,0,9, ,1
25669,2,3,2,6,2,0
25670,2,4,2,1,3,1
25671,1,1,0,6,2,2
25672,1,2,2, ,1,0
25673,0, ,1,9,3,2
25674,2, ,2,8,0,0
25675,0,0,2,0,3,0
25676,0,3,1,2,2,0
25677,1,1,2, ,2,2
25678, ,4,0,8,3,1
25679,0,0,2,10,0,0
25680,0, ,2,6,1,1
25681,2, ,0, ,0,1
25682,1,0,0,1,2,2
25683,1,3,2, ,1,0
25684,2,4,1,2,3,2
25685,2,1, ,8,2,0
25686,0,2,0, ,2,0
25687,1, ,2,5,3,2
25688,1, ,0,8,0,1
25689,2,3,1,8,3,2
25690,1,0,2,10,2,2
25691,0,3,2, ,1,1
25692,0,1,0,6,1,2
25693, ,2,1,1,1, 
25694,2,4,1,9,3,0
25695,2,0,2,8,2,1
25696,2,2,2,2,2,2
25697,1,4,1,5,2,1
25698,1,0,1,3, ,2
25699,0, ,2,0,1,0
25700,1,4,0,7,0,1
25701, ,0,0,0,2,2
25702, ,3,1,5,3,1
25703,0,0,1,2,2, 
25704,1,1,1,1,0,0
25705, , ,2,9, ,2
25706,2,2, ,3,0,1
25707,2,2,2,6,1,2
25708,1,0,1,0, ,0
25709,1,4, ,6, ,1
25710,1,2,0,7,1,2
25711,2,4,0,6,0,2
25712,0,2,0,3,0,1
25713,1,0,0,7,0,0
25714,2,2,0,0,1,2
25715,0,4,1,1,2,1
25716, ,1,1,7,3,2
25717,0,0,1,1,2, 
25718,0,3,2,9,0,2
25719,1,0,2,10,0,1
25720,0,1, ,4,2,0
25721,2,2,0,5, ,1
25722, ,3,1,2,2, 
25723,1,0,1, ,1,2
25724,1,0,1, ,3,1
25725,2,3,1,9,2,1
25726,0,2,0,4,2,1
25727,0,0,1,5,0, 
25728,1,2,1,9,3,0
25729,0,1,0,7,0,1
25730,1,3,2,2,2,1
25731,0,4,2,4,1,0
25732,2,3, ,9,0,1
25733,2,0, ,3,3,2
25734,0,0,1,4,3,2
25735,2,4,0,8,2,1
25736,1,1,1, ,2,1
25737, ,2,0,2,3,1
25738,0,2,1,7,0,2
25739,0,3,2,1, ,2
25740,0,2,1,3,0,1
25741,2,1,2, ,1,1
25742,2,1,2,0, ,1
25743,1,0, ,0,1, 
25744,0,3, ,3, ,0
25745,0,1,0,8,2,1
25746,1,4,0,1,2,1
25747,1,2,0,4,2,2
25748,0,0,2,3, ,1
25749,0,1,1,4,3,0
25750,2,2, ,10,0,2
25751,2,0, , ,3,1
25752,0,4,0,6,1, 
25753,0,2,1,4,3,1
25754,1, ,0,8,3,2
25755,2,4,0,3,1,1
25756,0,2,0,1,3,2
25757,1,1,0, ,0,2
25758,2,3,1, ,2,0
25759,1,3,0,8,0,1
25760,1,3,2,7,1, 
25761,0,1,1,7,1,1
25762,2,2,2,5,3,0
25763,2,3,0,7,0,0
25764,2,1,1,2,3,1
25765,1,2,1,8,0,1
25766,2,4,0, ,0,1
25767,0, ,2,3,0,0
25768,1,1,0,1,1,0
25769,1,2,2,7,3,1
25770,2,0,2,0,1,2
25771,0,2,2,10,0,2
25772,2,4,1,0, ,2
25773,2,0,1,9,3, 
25774,0,4,0,4,2,2
25775,0,1, ,2,0,0
25776,1,4,1,0,0,2
25777,0,2,1,9,1,0
25778,0,0,1, ,1,1
25779,0,3,0,1,1,1
25780,1,2,0,8,2,0
25781,2, ,0, ,3,2
25782,1,4,0,10,1,0
25783,2,3,0,7,0,1
25784, ,4, ,1, , 
25785,2,0,1,6,1,0
25786,2,0, ,5,1, 
25787,0,2,1,9,2,2
25788,0,1,1,10,1,0
25789, ,0, ,4,0,2
25790, ,1,1,2,3,1
25791,1,1,1,3,2,0
25792,2,4,2, ,2,2
25793,0,3,0,6,3,0
25794,0,1, ,3,1,2
25795,1,4,0,9,3,0
25796,0,4, ,1,3,2
25797, , ,2,6,2,1
25798,0,3,2,5,3,1
25799,2,4,2, ,3,1
25800,1, ,0,4,0,1
25801,2,2,1,10, ,2
25802, ,2,1,2,0, 
25803,0,1,2,6,3,0
25804,2,1,1,0,3,2
25805,0,2,2,6,1,0
25806,1,4,0,7,3,0
25807,2,0,0,6,1,1
25808,2,0,2, ,2,0
25809, ,4,0,0,2,0
25810,1,3,0,5,1,1
25811,0,2,0,8,1,0
25812,2,2,0,5,3,2
25813,1,0,0,10,3,2
25814,1, ,1,3,1,1
25815,0,3,2,1,0,2
25816,2,0, ,2,3,0
25817,2,2,0,4,0, 
25818,2,3,2,6, ,0
25819,2,0,0,4,2,0
25820,0,3,1,0,2,1
25821,0,1,0,8,0,2
25822, , , ,9,2,2
25823,0,0,1,10,1,1
25824,1,4,1,8, ,1
25825,0,1,2,6,2,0
25826,2,3,2,9,0,0
25827,2,1,2,5,3,2
25828,2,2,0,7,2,1
25829,2,0,1,0,0, 
25830,2,4, ,3,3,1
25831,2,1,1,0,2,0
25832,2,4,2,4,1,0
25833,0,4,0,6,1,1
25834, , ,0,3,2,0
25835,0,2,2,2,0,0
25836,1,0,2,8,0,1
25837, ,2,2,10,2,2
25838,2,0,0,1,1,1
25839,2,1,2,0,2, 
25840,0,4, ,1,0,0
25841,0,2,2,5,0,0
25842,0,4,1, ,3, 
25843,0, , ,4,3,2
25844,1,3,2,7,0,2
25845,0,3,0,0,3,0
25846,1,3,1,8,2, 
25847,1,0,1,9,1,1
25848,2,2,2,8,1,0
25849,1,2,0, ,2,0
25850,0,1,2, ,1,1
25851,1,1, ,7,2,1
25852,0,2, ,5,1,2
25853,2,0,1,1,2,0
25854,1,4,0,8,2, 
25855,2, ,1,10, ,2
25856,0,4,0,0,3,0
25857,1,4,1,9,2,1
25858,2,4,0,3,1,2
25859,2,0,1,0,2,2
25860,0,1,0,9,0,1
25861,0,2,0,10,1,0
25862,2,4,0,8,3,2
25863,1,3,2,1,3,1
25864,2,1,2,3,3,1
25865,2,1,2,3,0,0
25866,2,2,0,5,1,1
25867,1,0,0,1,0,2
25868,0,0,1,1,0,0
25869,2,1,0,6,3,0
25870,0,3, , ,1,2
25871,1,0,2,2, ,0
25872,2,3,1,8,2,2
25873,0,1,1,2,0,0
25874,0,0,0,8,3,0
25875, ,3,0,0,0,2
25876,0,3,0,9,3,1
25877,2,3,2,0,1, 
25878,0,1,0,8,0,2
25879,1,4, ,5,0,0
25880,0,0,0,0, ,2
25881,0,2,2,7,3,0
25882,0,4,2,9,3,0
25883,2,3,0,6,3,1
25884,0, ,1,5,2,2
25885,1,1,2,0,1,2
25886,2,1,1,6,2, 
25887,2,4,2,6,0,0
25888,0,3,0,4,0,2
25889,1,1,1,5,1,0
25890,2,2,0,10, ,1
25891,0,1,1,1,1,1
25892,0,4,2,9,1,1
25893,1,2,0, ,3,2
25894, ,4,0,5,1,2
25895,2,3,0,9,2, 
25896,2,2, ,10,1,0
25897,1,3,1,5,2,2
25898,1, ,0,6,0,0
25899, ,2,0,8,0,1
25900,2,1,0,9, , 
25901,0,4,2,10,2,0
25902, ,3,1,8,0,2
25903,0,3,2,0,3,2
25904,1, ,0,9, ,0
25905,0,0,0,1,1,1
25906,0,0,0,6,1,0
25907,2,4,1,6, ,2
25908,0,3,1,2,1,2
25909,0,2,2,2,0,1
25910, ,0,0, ,0,1
25911, ,2,2,8,0,1
25912,1,3,0,7,2, 
25913,1,3,2,1,3,2
25914,1,4,0,9, ,1
25915,1,3,1,6,1,0
25916,1,3, ,4,2, 
25917,1,2,0,5, ,0
25918,1,3,0,3,0,2
25919,1,4, ,8,1,1
25920,1,0,0,4,3,0
25921,2, ,1, ,1,0
25922,1,1,1,2,0,1
25923,1,2,2,3,2,0
25924,0, , , ,0,1
25925,0,3,0,5,2,1
25926,0, ,0,6, ,0
25927,1, ,1,4,2, 
25928,2,2,2,2,1, 
25929,2,0,1,7,1,0
25930,1,1,1,5,0, 
25931,2,3, , ,2,2
25932,0,1,0,5,1,0
25933,1,2,2, , ,1
25934,1,4, ,9, ,2
25935,2,1, ,4,3,0
25936,0,4,0,8, ,2
25937,2,2,2,4, ,1
25938,0,2, ,9,1,0
25939,0,4,2, ,1,2
25940,2,2,0,3,3,0
25941, ,0,0,5,2, 
25942,0, ,1,0,1,1
25943,1,3,1,9,3,2
25944,0,1,2,4,1,2
25945,1,4,1,6,0,1
25946,0,0,0,8,1,1
25947,2,2,0,8,2,2
25948,0,2,2,1,1,0
25949,1, ,1,5,3,1
25950,2,2, , ,1,0
25951,0,1,1,8,3,2
25952,1, ,2,0,1,1
25953,2,3,2,4,3,2
25954, ,0,1,1,1, 
25955,0,0,2,6,2,1
25956,0,1,0,3,1, 
25957, ,4,1,2,0,2
25958,0,3,1,0,2,2
25959,0,2,1,5,2,0
25960,2,4,0,5,3, 
25961,2,2,2,3,3, 
25962,0,3,2,6,2,1
25963,1,4,0,2,3,1
25964,0,0,1,4,1,2
25965,2,3,0,4,1, 
25966,0,0,0,7,3,0
25967,1,3, ,2,0, 
25968, ,0,1,6,1,0
25969,1,0,0,5,2,1
25970,2,3,1,3,0,1
25971, ,4, ,8,2,0
25972, ,1,0,3,2,1
25973,1,0,1,2,1,1
25974,0,1,2, ,1,0
25975,0,3,1,1,2, 
25976,2,3,1, ,0,1
25977,1,3,0,7,3,1
25978,1,2,2,0,0, 
25979,1,0,2,7,3,0
25980,2,4,2,4,0,2
25981,0,1,1,5,1,0
25982,1,4,2,6,1,1
25983,1,0,1,9, ,0
25984,2,3,1, ,3,2
25985,2,0,0,0,2,2
25986, ,3,0,0,2,0
25987,0,2,1,2,3,0
25988,1,2,0,1,2, 
25989,0,3,1,2,3,2
25990,2,1,0,4, ,0
25991,2,0, ,6,2,1
25992,2,0,1,7,1,1
25993,2,1,1,0,0,1
25994,1,0,0,6, ,1
25995,1,0,1,3,1,1
25996, ,2,1,0,0,0
25997, ,4,0,3,3, 
25998,2, ,2,8,2, 
25999,1,1, ,1,2,1
26000,0,2, ,0, ,1
26001,0,3,1,4,1,2
26002,1,1,2, ,2, 
26003,1,3,0,0,2,1
26004,2,3,0,3,1,2
26005,2, ,2,0,2,1
26006,2,2,1,9,2,0
26007,1,4,1, ,2,2
26008, ,3,1,3,0,0
26009, ,3,2,4,1,0
26010,1,3,1,4,2,1
26011,2,2,0,6,2,0
26012,0, , ,1,0,0
26013,2,2,1,2,0,0
26014,0,1, ,4,1,1
26015,0,2,1,10,1, 
26016,2,3,2,9,2,0
26017,1,1,2,3,1,1
26018,1,3,0, ,2,1
26019,2,2,2,1,3,0
26020,2,2,1,3,0,2
26021, ,0,1,10,3,1
26022,1,2, , ,1,1
26023,2, ,2, ,1,1
26024,0,4,0,9, ,2
26025,2,4,1,0, ,2
26026,0,4,0,0,1,2
26027,2,3,0,9,2,0
26028,1,2, ,1,0,0
26029,0,3,2,7,1,0
26030,0,3,2,5,0,2
26031,0,0,2,9,0,0
26032,2,1,1,1,0,1
26033,0,0,1,3,0,0
26034,0,0, ,2,3,0
26035,2,0,2,3,0,1
26036,1,0,0,10,0,2
26037,1,1,2,8,1,0
26038, ,2,2, , ,1
26039,0,0,0,2,3,1
26040,0,0,2,9,0,2
26041,2,0, ,9,1,0
26042,2,0,1,0,0,1
26043,2,0,1,2,0,0
26044,1,2,1,7,0,0
26045,2,0,0, ,0,0
26046, ,2,1,1,2,1
26047,0,3,2,3,0,1
26048,1,0,0,1,2,0
26049,2,4,2,5,0,0
26050,1,2,1,5,2,2
26051,2, ,0,1,2,2
26052,0,1, ,8,2,1
26053,2,0,1,7,0,1
26054,1,2,2,7,2,2
26055, ,2,0,9,1,2
26056,0,4,2,9,0, 
26057,0,3,1,6,1, 
26058,0,3,2,6,3,0
26059,0, ,1, ,1,2
26060,2,1,0,6,3,1
26061, ,4, , ,2,0
26062,2,4,2,1,1,2
26063,1,4, ,10,0, 
26064,1,1,0,9,0,2
26065,2,1, ,7,1,0
26066,0,3, , ,3,0
26067,1,4,0,5,0,1
26068,0,1,1,5, ,2
26069,0,1,0,6,3,0
26070,2,3, ,2, ,2
26071,0,4,2,2,0, 
26072,0, ,2,4,0,1
26073,0, ,2,0, ,0
26074,1,2,0,8,0,0
26075,1,1,1,1, ,0
26076,0,3, ,5,1,2
26077,0,1,2,10,2,0
26078,1,1,2,3, ,1
26079,2,0,0,3,2,2
26080,1,2,0,0,3,1
26081,0,4,1,8,1,0
26082, ,4,0,2,1,0
26083,2, ,1, ,2,0
26084, ,3, ,3,0,0
26085,0,4,0,8,0,1
26086,0, ,1,3,1,0
26087,0,1,2,8,2,1
26088,0,2,0,8,0, 
26089,1,2,0,10,2,0
26090,0,4,2,9, ,2
26091,0,2,0,10,3,1
26092,0,0, ,7,2, 
26093,0,1,0,8,2,0
26094,2,4,0,5,3,2
26095,0,1,2,10, ,2
26096,0,2,0,6,0,1
26097,2,0,1,1,3,2
26098,1,0,1, ,0,1
26099,2,2,0,8,2,0
26100,1,3,0,5,3,0
26101,2,3, ,6,2,1
26102,1,4,1,9,1,0
26103,0,1,2,1,3,2
26104, ,1,2,9,3,1
26105,1,1,0,4,0, 
26106,1,3,2,2,1,2
26107,1,3,1,9,0,2
26108,1,0, ,4, ,0
26109,2,3,2,3,0,0
26110,2,0, ,7,3, 
26111,0,0,2,3,2,1
26112,0,2,2,10,2,2
26113,1,0,2,7, ,0
26114,2,2,2,0,3,2
26115,2,4,1,8,3, 
26116,1,2,1,0,3,1
26117,0,4,1,2,1,2
26118,1,3,2,7,1,2
26119,2,1,1,10, ,2
26120,2,0,0, ,1,1
26121,0,4,1,4,2,2
26122,2,0, ,4,3,2
26123,2, ,1,7,2,2
26124, ,0,2,8,0,2
26125,1,0,1,1,2,2
26126,0,0,2, ,0,1
26127, ,0,0, ,2,1
26128,2,3,0,2,2,2
26129,1,1,0,4,0, 
26130,1,3, ,9,2,0
26131,0,0,0,9,2, 
26132,0,4, ,4,1, 
26133,0,3,2,10,0,1
26134,1, ,2,10,3,0
26135,1,2,1,9,3,2
26136,2,4,2,9,3,1
26137,2,2,2,6,0,1
26138,2,0,2,6,3,2
26139,0,4,1,6,2,2
26140,2,4,1,9,0,1
26141,1,2,2,3,1,0
26142,1, ,2,7,0,2
26143,0,0,2,1,2,0
26144,1,0,1,5,1,2
26145,0,2,1,9,3, 
26146, ,4, ,0,3,0
26147,1, ,1,4,1,2
26148,2,0,0,3,3, 
26149,2, , ,5,2,2
26150,2,4,0, ,1,1
26151,1,2,0,6,3,1
26152,0,3,2,6,2,1
26153,1,0,0,1,0,2
26154,2,1,1, ,0,1
26155,2,3,0,1,0, 
26156,1,0,0,4,1,2
26157, ,4,0,1,0,0
26158,0,0,2,2,0,1
26159,2,4,0,0,2,0
26160,1,4,1,3,0,2
26161,1,2,0,5,2,1
26162,1,0,2, ,2,1
26163,0,2,2,5,2, 
26164,2,3,0,2,2,1
26165,0,4,0,9,1,1
26166,0,2,0,9,1,1
26167,0,2,0,10,3,1
26168,1,4,2,7,1,1
26169,1,1,1,4,3,0
26170,1,2, , ,0,0
26171,1,1,2, ,0,0
26172,0,4, ,1,0,0
26173,1,1,2,6,2,1
26174, ,0,2,8,3,1
26175,2, ,2,10,1,1
26176,2,0,2,8,1,1
26177,2,3,0,4,2,1
26178,1,1,2,5,0,1
26179,1, ,1,2,2, 
26180,2,2,0,2,3,1
26181,0,3,1,8,0,0
26182,1,1,2,1, ,2
26183,1,2, ,0,2,1
26184,1,4, ,7, ,2
26185,2,0,2,9,0,1
26186,0, ,2,5,0,2
26187,1,4,0,0,2,0
26188,2,3,0,5,1,1
26189,0,2,1,8,0, 
26190, ,2,1,5,0,2
26191,1,4,0,10,1,0
26192,1,1,0,9,1, 
26193,0,4,2,8,2,2
26194,2,1,0,6, ,0
26195, ,4,2,2,1,1
26196,2,1, ,5,3,0
26197,0,1,2,7, ,0
26198, ,0,2,8,0,0
26199,1,1,2,7,2,2
26200,1,3,1,0,2, 
26201,0,2,1,1,2, 
26202,0,4,0,2,3,1
26203,2,2, ,4, ,0
26204,2,3,2,5,3,0
26205, ,1, ,4, ,0
26206,1,4,1,3,3,0
26207,0,2,2,5,1,1
26208,0,4,2,9,2,1
26209,1,2,1,2,0,2
26210,0,1,0,5,3,1
26211, ,1,2,7,0,2
26212,0,0,1, ,2,1
26213,0,4,1,5,0,2
26214,1,1,0,7,2,0
26215,2,3,0,8, ,1
26216,1,4,2,7, ,0
26217,2,3,0,7, ,0
26218,2,2,2,8,0,1
26219,1,0,0,0,2,2
26220,0,2,2,9,2,0
26221,2,1,1,5,3,1
26222,0,0, ,4,1,2
26223,2, ,2, ,3,2
26224,1,3,1,9,1,0
26225, ,1,2,7,3,1
26226,1,3,0,8, ,2
26227,1,1,0,9, ,2
26228,0,1,2,3,3,0
26229, ,1,1,1,1,2
26230,2,1,2,0,1,0
26231,0,4,2, ,2,1
26232,2,2,1,0,0,1
26233,2,3,2, ,0,0
26234,2,3,0,0,1,0
26235,1,3, ,3,3,2
26236,1, ,0,7,1,1
26237,2,3,1,7,2,1
26238,0,1,0,5,1,1
26239,2,3,2,2,2,2
26240,1, ,2,3,3,2
26241,1,4,0,1,1,2
26242,1,1,2,5,0,0
26243,2,3,0,6,1,0
26244,0,3,2,9,2,0
26245,2,4,2,4,3,2
26246,1,1,1,3,3,0
26247,1,1,1, ,0,1
26248,0,3, ,3,3,1
26249,0,3,1,3,2,0
26250,1,4,2,8,1,0
26251,2,0, ,1,1,1
26252,1,2,1,9, ,0
26253,1,1, , ,0,2
26254,1,3,1, ,2,2
26255,2,4,0,2,0,0
26256,2,0, ,2,1,1
26257,1,0, ,9,3,1
26258, , ,1,7,0, 
26259,0,1,1,2, , 
26260, ,0,1, ,1,2
26261,2,3,1, ,0,0
26262,2,0,2,9,1,0
26263, ,4,1,3,3,1
26264,2,4,0,5,0,0
26265,2,4,0,0, ,1
26266,0,3,2,6,3, 
26267,2,0,0,0,1,2
26268,1,2,0,9,0, 
26269,0,1,0,10,2,0
26270,2,1, ,2,1,2
26271,0,0,0,0,0,0
26272, ,2,0,10,3,1
26273,2,3,2,1,0,2
26274,2, ,0,5, ,1
26275,1,2,2,5,0,2
26276,0, ,2,0, ,2
26277, , ,1,10,3,0
26278,2,2, ,7,1,0
26279,0,4, ,9,1,2
26280,0,1,1,0,3,1
26281,1,1,0,8,3,0
26282,0,2,1,5,3,1
26283, ,0,2,3,2,2
26284,1,4,0,2,2,0
26285,2,3,1,1,0,1
26286,0,2,1,10,0,1
26287,2,1,2,6,0,0
26288,0,1,2,1,0,2
26289,2,4,1,10,0,0
26290,2, ,1,9,2,1
26291,0,0,2,10,1,2
26292,2,4,0,0,1, 
26293,1,1,1,6,0,0
26294,1,1,2,5,0,2
26295,1,1,0,2,3, 
26296, ,1,2,9,1,2
26297, ,0,1, , ,2
26298,1, ,1,1,3,2
26299,2,1,1,8,0,2
26300,2,3,2,1,0,2
26301,2,0,1,8,0,2
26302,2,1,2,2, ,1
26303,0,2,0,6,2,0
26304,1,0,1,8, ,0
26305,1,3,1,1,0,2
26306,1,2,0,4,1,2
26307,2, ,0,5, , 
26308, ,3,2,0,0,0
26309,2,0,0,10, ,0
26310,1,3,0,1,0,1
26311,1,3,0,8,2,1
26312, ,1,0, ,3,2
26313,0,3,0,8, ,0
26314, ,2, ,1,0,2
26315,1,3,1,6,0,2
26316,1,1,2,9,3,2
26317,2,0,0,2,3,2
26318,2,0,1, , , 
26319,1,1, ,1,1,0
26320,2,1,0,4,1,2
26321,0,3,1,8, ,1
26322,1,3,0,1,2, 
26323, ,3,1,0,0,1
26324,0,3,2,4,0, 
26325, ,4,2,0,2,0
26326,2,4,1, ,0, 
26327,1,1,1, ,2,2
