id,BG,AG,HA,ED,HE,SE
116950,1, ,0,4,3, 
116951,1,3,2,3,0,1
116952,1, ,0,10,3,0
116953,0,0,1,6,2,2
116954,1,4,0,5,0, 
116955,0, ,2,0,2,2
116956,0,1,0,1,1,0
116957,1,3,0,10,1,0
116958,0, ,0,10,3,1
116959,1,1,2,5,2,0
116960,2, ,1,1,3,1
116961,1,1,1,10,1,0
116962,0,1,2,0,1,1
116963,1,3,0,3,3,2
116964,1,2,2, ,0,0
116965,0,0,0,3,2,1
116966,0,2, , ,3,2
116967,1,1, ,9,3,0
116968,2,3,2,1, ,2
116969,1,0, ,9,2,2
116970,1,4,1,5,1, 
116971,1,4,2, ,1,0
116972,1,1,0,0,2,0
116973,2,3,2,8,0,2
116974,2,2,1,4,1,1
116975,1,3,1,1,3,2
116976,1,3,1,3,2,2
116977,0,0, ,9,3,2
116978,2,2,2,4, ,0
116979,2,2,1,3,3,2
116980,2,0,2,1,2, 
116981,2,0,2,7,0, 
116982,2,1, ,1,0,0
116983,1,2,1,10,1,1
116984,0,3,0,5,0, 
116985,2,4,0,7,0,0
116986,2,1,0,7,1,2
116987, ,3,0,7,2, 
116988,0,1,0, ,2,2
116989,1, ,2,8,2,0
116990,2,2,1,2,0,0
116991,2,2,2, ,0,0
116992,1,2,2,7,3, 
116993,1,3,0,2,3,0
116994, ,3,2,4,3, 
116995,2,3,2,3,2,0
116996,0,2,1,7,1,0
116997,2,0, ,6,2,0
116998, ,0,2,7,1,2
116999,1,3,2,0,1,2
117000,1, ,2,6,1,1
117001,1,3,2,9,3, 
117002,2,0,2,3,2,1
117003,0,3,2,6,2,1
117004,0,2, ,1,1,2
117005,0,4,2,5,3,2
117006,2,2,2, ,1,2
117007,2,2,1,1,0,1
117008,0,4,1,2,2,0
117009,1,4,2,2,1,1
117010,2,0,0,8, ,1
117011,2,2,1,3,2,1
117012,1,0,1,7,2, 
117013,0,1,0,8,3,1
117014, ,2,1,6,0,0
117015,0, ,1,0,3,2
117016,0, ,0,8,0,0
117017,0, ,2,6,1,0
117018,2,2,0,7,2, 
117019,1,2, ,6,2,1
117020,2,4,2,6,2,2
117021,1,1, ,0,1,1
117022,2,4,1,5,2,1
117023,1,1,2,4,3,2
117024,0,3,0,4,1,2
117025,2, ,2,9,3,2
117026,0,4,0,6,1,2
117027,2,4, ,10,3,2
117028,2,1,0,9,1,0
117029,1,1,2,9,2,1
117030, ,4,0,9,3,0
117031,2,2,2,5,0,0
117032,0,1,0,1,2,1
117033, ,2,0,8,1,0
117034, ,2,2,1,1,0
117035,0,3,0, ,2,0
117036, ,3,2,5,0,0
117037,2,1,1,6,0,0
117038,2,1,1,2,0,1
117039,0,1,2,9,2,2
117040,2,4,2,5,3,0
117041,1,3,0,7,2,1
117042,0,4,1,2,3,1
117043, ,2,2,3,2,0
117044,1,3, ,2,1, 
117045,0,2,2,0,3, 
117046,1,0,0,7,1,1
117047,2,0,0,9,1,1
117048,0,3,2,2,2,1
117049,0,1,1,8,3,2
117050,0,4,0,0,3,0
117051, ,3,2,1, ,1
117052,0,1,0,1,2,2
117053,2,3,1,9,0,1
117054, ,4,0, ,1,1
117055,0,0,2,10,0,1
117056,1,1,2,7,1,2
117057,0,0,1,9, ,2
117058,1,1,0,3,2,0
117059, ,1,0,6,2,2
117060,2,2,2,10,3,0
117061,2,4,2,5,0,0
117062,1,2,1,6,2,1
117063,2,0,0,1,3,1
117064,1,4,1,4,0,2
117065,1,1,0,8,1,2
117066,0,0, ,7,0, 
117067,1,3,1,10,1,0
117068,1,4,1, , ,0
117069,1,4,1,1,2,0
117070,2,2,1,1,1,1
117071,2, ,2,7,0,2
117072,2,1,1,0,2,0
117073,2,0,2,9,1,0
117074,1,1,1,5,3, 
117075,2,0,0, ,2,1
117076,1,2,0, ,2,1
117077,1,0,1,4,1,2
117078,1,2,0,9,2,1
117079,0,1,2,10,0,1
117080,2, ,2,9,1,1
117081,2,3,1,3,1,2
117082,1,3,1,10,2,2
117083,1,2,2,8,3,0
117084,1,1,2,0, ,2
117085,2,0,2,9,2,2
117086,2,3,0,0,3,1
117087,1,3, ,0,1,0
117088, ,4,2,5,3,2
117089,0,2,0,8,0,2
117090,1,2,0,7,3,1
117091, ,3, ,2,2,1
117092,2,4,2,0,1,1
117093, ,4,0,2,1,2
117094,1,4, ,0,0,0
117095,2,0, ,10,2,2
117096,0,2,1,1,1,2
117097,2,0,0,4,2,2
117098,1, ,0,2,1,0
117099, ,0,1,9,3,2
117100,2,2,2,1,3,1
117101,1,2,1,2,2,2
117102,0,1,0,3,0,0
117103,2,4,2,4,1,2
117104,1,0,0,2,2,1
117105,1,3,1,4,2,2
117106,1,2,1,8,1,1
117107, ,1,0,1,3, 
117108,0,1,0,3, ,1
117109,2,2,2,5,0,2
117110,2,1,2,7, , 
117111,1, ,2,2,2, 
117112,1,1,1,7,0,0
117113,1,1,1,6,0,2
117114, ,2,0,4,0,2
117115,2,0,0, ,2,2
117116,0,0,2,6,2,2
117117,0,4,0,9,1,1
117118,2, ,1, ,2,1
117119, , ,0,5,2,0
117120,1,4,1,6,3,2
117121,0,0,0,0,2, 
117122,0,2,1,0,3,2
117123,0,0,1,5,2, 
117124,2,4,2,5,3,0
117125,0,4,1,4,3,1
117126,0,0,2,2,2,0
117127,1,2,1,1,0,2
117128,2,2,0,4,3,1
117129,2, ,1, ,2,2
117130,2, ,1,0,1,0
117131,2,4,0,10,3, 
117132,2,2,1,7,3, 
117133,0, ,1,5,0, 
117134,1,3,0,0,3,0
117135,0,4,1,9,3,0
117136,1,0,0, ,0,2
117137,2,1,2,4,1,1
117138,2,2,0,4, , 
117139,1,1,0,3,2,0
117140, ,4,1,9,0,0
117141,0,2,1,9,0,2
117142,2,2,1,8,1,2
117143,1,0,0,4,2,0
117144,1,1,1,3,2,1
117145,0,4,1,1,2,2
117146,1,2,2,0,0,2
117147,1,2,0,0,2,2
117148,0,1,0,0,2,2
117149,0,3,2,10,1,1
117150, ,4,2,10,0,1
117151,0,0,1,8,0,0
117152,2,2,1,6,0, 
117153,1,1,0, ,2,2
117154, ,3,1,4,2,1
117155,1,3,2,7,2,2
117156, ,3,0,2,2,2
117157, ,3,2,5,0,1
117158,2,1, ,8,1,2
117159,0,0,0,7,1,0
117160,0,1,0,9,1,0
117161,2,4,0,10,3,2
117162,0,4,2,8,0,2
117163,2,0,1,3, ,0
117164,1,3,0,7,1,1
117165,0,0,0, ,2,2
117166, ,4,1,1,3,0
117167,2,1,2,7,0,0
117168,1,3,0,5,2,0
117169,0, ,1,3,0, 
117170,1,3,2,5,3, 
117171,2,3,2,3,3,0
117172,1,1,2,8,2,2
117173,0,1,2,0,3, 
117174,1,1,0,0,0,0
117175,0,0,2, ,3,0
117176,0,1,1,8,1,0
117177,1,4,1,9,2,0
117178,1,3,2,8,3,2
117179,1,1, ,0,3,0
117180,0,0,0,10,1,2
117181,2,1,1,4,2,0
117182,2,0,1,8, ,2
117183,0,3, ,7,2,1
117184,2,2,2, ,0,1
117185, ,3,1,0, ,1
117186,0,3,1,6,1,1
117187,0,3,1, , ,1
117188,1,1,2,6,2,2
117189,0,0,1,1,1,1
117190,0,1,1,9,1,2
117191,1,3,0,10,0,2
117192,0,2,0, ,2,1
117193,1,1, ,2,1,0
117194,1,1,1,2,1,0
117195,0,1,1,7,0,0
117196,0,1,2,7,2,2
117197,2,0,2,1,3,2
117198,2,2,2,7,3,0
117199,1,1,0, ,0,0
117200, ,0,2,9,2,2
117201,1,1,1,9, ,1
117202,1,2,1,8,1,0
117203,0,1, ,6,3,1
117204,2,4,2,9,3,0
117205,2,1,2,3,0,2
117206,0,4,0,7,1, 
117207,1,4,0,7,3,1
117208,1,1,1,1,2, 
117209, ,4,1,7,3,0
117210,1,0,0,2,0,0
117211,2,3,0,1,2,1
117212,0, ,2,7,2,0
117213,2,0,0, ,1,0
117214,0,3,1, ,0,0
117215,1,2,1,2,0,0
117216,2,3, ,8,3,1
117217,0,4,1,6,1,0
117218,1,0,1,10,0,2
117219,1,4,1,9,2,0
117220,1, ,0,8,2,0
117221,0,3,1,9,1,1
117222,2,3,0,8,3,2
117223,0, ,1,6,3,2
117224,0,3,2,4,2,0
117225,2,3,0,8,1,1
117226,1,1,0,7,3,2
117227,2,4,2,10,0,2
117228,1,3,0,9,1,1
117229, ,1, ,8,0,0
117230,2,1,2,5, ,0
117231,1,4,1,3,0,2
117232,2,2,2,6,1,0
117233,1,2,0,9,2, 
117234,0,2,0, ,3,1
117235,1,3,2,5,1,1
117236,2,3,2,7,2,1
117237, ,0,1,2,1,2
117238,2,0,0,6,2,0
117239,2, ,0,1,0,1
117240,0,3,2,5,2,0
117241,0,1,1,10,0,0
117242,1,4, ,0,0, 
117243,0,4,0,5,0,0
117244,2,1,0, ,1,1
117245,0,4,1,3,1,1
117246,2, ,1, ,3,2
117247,0,1,1,8,0,0
117248,0,0,0,4,0,0
117249,2, ,1,8,0,1
117250,1,4,1,9, ,0
117251,2,4,1,9,2,2
117252, ,3, ,0,0,0
117253,2, ,1,2,3,0
117254,0,0,2,4,2,2
117255,1,4,0,3,2,0
117256,2,3, ,1,1,2
117257,2,2,2,2,1,1
117258,2,3,1,9,1,2
117259,1,2,0,1, ,1
117260,2,1,1,3,0,2
117261,2,0,0,7,0,1
117262,0, ,1,4,3,2
117263,2,0,1,2,2,2
117264, ,3,1,1,3,2
117265,1,3,0,10,1,2
117266,1,0,2,2,2,2
117267,2, ,0,5,2,1
117268, ,1,1,3,2,2
117269,1,0,2,2, ,0
117270,1,3,2,6,3,0
117271, ,3,1,8,1,2
117272,1,2,2,9,3,1
117273,0,3,2,5,1,0
117274, ,0,0,8,1,1
117275, ,1, ,0,0,0
117276,0,3,1,1,2,2
117277,2,3,0,1,3,0
117278,0, ,0,8, ,1
117279, ,4, ,8, ,0
117280,2,1,2,5,2,2
117281,2,2,0,8,2,1
117282,1, ,0,1,1,0
117283,2,1, ,8,1,1
117284,0,0,0,5,1,0
117285,0,4, ,9,1,1
117286,0,4,0,3,2,1
117287, ,4,1,2,0,2
117288,0, , ,7, ,2
117289,1,3,1,0,3,1
117290,2,1,2,5, ,2
117291,0, ,2,3,2,1
117292,0,0,2,2,2,2
117293,2,2,0,1,3,1
117294,1,3,2,6,1,0
117295,1,2,1,4,1,2
117296, ,1,0,4,0,1
117297,1, ,2,8,1,1
117298,2,2,1,5,1,0
117299,0,1,2,10,2,2
117300,1,1,1,0,2,1
117301, ,0,0,1,0,0
117302,1,2,0,7,3,1
117303, ,0,1,10,2,2
117304,1,4,1,4,2,1
117305,0,2,0,4, ,1
117306,1,0,0,7,1,0
117307,0,4,0,8,0,1
117308,2,1,2, ,1,2
117309,0,2,1, ,0,2
117310,0,1,0,4,2,0
117311,1,2,0,0,2,2
117312,0,2,2, ,3,2
117313,1,3,1,0,3,2
117314,0,0,2,9,3,1
117315,1,3,2,5,0,2
117316,2,4,1, ,1,1
117317,1,0,1,2,2,0
117318, ,2,0,9,1,2
117319, ,4,1,9,0,2
117320,1,3,0,1,3,2
117321,2,2, ,8,2,2
117322,0,2,0,2, ,0
117323,2,3,1,8,0,2
117324, ,0,2,4,1,2
117325,1, ,0,6,0,1
117326, ,4,1,9,3,2
117327,1,4,2,6,0,0
117328,0, ,0,4,1,2
117329,1,3,0,8,0,2
117330, ,0,0,1,2,0
117331,1,2,2,0,1,2
117332,0,2,0,2,1,0
117333,2,4,1,8,0,1
117334,1,4,2,8,3,0
117335,0,4,2,10,0,1
117336,2,4,0,1, , 
117337,1,4,0,1,0,2
117338,2,4,2,8,0,2
117339,1,1,1,6,0,1
117340,1,4,1, ,2, 
117341,1,0,0,2,2,0
117342,2,0,2,0, ,1
117343, , ,0,5,0,0
117344,0,4,0,2,2,1
117345,2,0, , ,0, 
117346,2,3, ,5,2,2
117347,1,4,1,9,1,0
117348,1,2,2,9,2,1
117349,1,2,2,1, ,1
117350,2,4,0,4,0,0
117351,0,4,1,8,3,1
117352, ,0,2,0, ,1
117353,0,2,0,1,1,2
117354,2,2,1,7,0,0
117355,2,3,0,6,3,2
117356,2,0,1,7,3,1
117357,1,0,1,6,3,0
117358,1,0,2,0,3,0
117359,0, ,2, , ,0
117360,2,1,0,3,1,0
117361,2, ,0,1,0,1
117362,2,2,1, ,1,2
117363,2,3,2,6, , 
117364,0,4,1, ,1,1
117365,2,2,1,2,1,1
117366, ,0,1,1,2,0
117367,0,3,2,0,2,2
117368,0,0,0,3,0,1
117369,0,3,2,5,0,0
117370,2,2,2,1,2,0
117371,0,4,2,5,0,2
117372,2,4,1,8,1,1
117373,2,0,2, ,0,0
117374,2,1, ,0,1,0
117375,2,1,0,7,1,1
117376,0,2,2,10,1,2
117377,0,3,2,9,1,0
117378, ,0,2,3,2,1
117379,1,4,0,1,2,1
117380,2,2,2, ,2,2
117381,2,0,2,8,3,2
117382,0,4,1,0,0, 
117383,1,3,2,7,0,1
117384,2,4,2,7, ,0
117385,1,4,1,4,3,2
117386,0,4,2,3,3,1
117387,1, , ,1,1,1
117388,0,1,0,2,1,1
117389,2,2,2,0,2,0
117390,0,3,2,4,0,0
117391,0,2,1,10,1,1
117392,0,3,2,3,0,1
117393,0,4,1,1,1,2
117394,1,0,2,2,1,1
117395,2,4,1,3,2,0
117396,2,2,2,6,1,0
117397,2,1,1,4,2,0
117398, ,1,2,9,1,1
117399,0,0,1,0,3,0
117400,0,1,0,3,0,0
117401,1,3, ,6,3,0
117402,1,2,2,3,2,0
117403,2,0,2,7,0,0
117404,0,4,2,2,0,2
117405,1,0,2,10,1,1
117406,1,0,0,4,2,0
117407,2,1,1,5,3, 
117408,1,1, ,7,1,2
117409,1,4, ,9, ,2
117410,2,2,2,3,3,2
117411,1,4,0,2,1, 
117412,2, ,2,7,0,1
117413, ,1,2,8,1,0
117414,1,0,0,7,0,0
117415,2,3,1, ,2,2
117416,2,2,2,4,0,2
117417,2,0,1,4,0,0
117418,2,1, ,3,2,0
117419,2,4,2,9,3,1
117420,1,4,2,7,2,1
117421,0,1,0,2,1,0
117422,1,3,1,0,2,2
117423,0,2, ,7, ,1
117424,2,4,0,9,3,0
117425,2,2,2,0,3,2
117426,2,3,2,1,1,1
117427,2,0,1,1,1,2
117428, ,4,0,9,0,1
117429,2,2,2,10,3,1
117430,0,0,1,6,2,1
117431,1,0,0, ,0,1
117432,1,0,1, ,3,1
117433,2,4,2,6,3,1
117434,1,4, ,4,2,2
117435, ,3,0,2,1, 
117436,2,1,2,6,0,0
117437,1, ,0,2,1,2
117438,1,0,1,6,0, 
117439, ,1,2,9, ,1
117440,2,4,0,6,3,2
117441,0,4,0,5,3,2
117442,0,4,2, ,3,1
117443,1,1,2,9,3,1
117444,0,2,0,0,2,2
117445,0,2,1,7,2,2
117446,2,4, ,1,3,0
117447, ,2,1,10,0,1
117448,2, ,0, ,1,2
117449,0,3,0,1,3,1
117450, ,2,2,9,1,0
117451,2,3,0,8,1,2
117452,0,3,2,5,1,2
117453,0,3,1,3,1,2
117454,0,3,2,9,0,1
117455,2,2,2,10,2,2
117456,1,3,2,2,2,1
117457,1,0,2, ,3,2
117458,2,2,0,6, ,0
117459,0,1,0,8,0, 
117460,1,2,2,10,0,1
117461,0,2,1,8,3,0
117462,0,4,0,9, ,0
117463,0,3,0,0, , 
117464,2,2,1,9,3, 
117465,1,3,0,1, ,0
117466,1,1,1,8, ,1
117467,1,0,1,7,1,2
117468,1,1, ,5,1,0
117469,1,4,1, ,2,1
117470,1,0,1,2,2,0
117471,0,0, ,8,2,0
117472, , ,2,6,2,2
117473,0,4,2,5,1,0
117474,1,2,1, ,1,0
117475,1,1,2, ,0,2
117476,2,1,2,9,3,2
117477,2, ,0,1,0,1
117478,0,1,1,4,2,0
117479,0,3,1,8,0, 
117480,0,3,2,3,0,1
117481,0, ,2,3,3,1
117482,0,1,0,4,3,0
117483,2,3, , ,3,1
117484,0,3,0, ,2,2
117485,2,4,2,5,0, 
117486,2,2,0,9,0,1
117487,2,2,0,6,2,2
117488,0,1, ,2, ,0
117489,0,0,0, ,3,2
117490,0,3,1,0,2,1
117491,1,0,2,1,1,0
117492,1, ,2,10,2,0
117493,1,3,1,4,1,0
117494,1,4, ,6,3,0
117495,1,4,2,4,0,2
117496, ,3,2,8,1,2
117497,0,2,1, ,3,2
117498, ,0,0,2,1,0
117499,1,4,1,8,2,1
117500,2,4,2,8,1,0
117501, ,3,0, ,1,0
117502,1,0,1,5,2,1
117503,0,4,2,0, ,2
117504,1,0,2,1,0,1
117505,2,1,1,8,0,0
117506,1,1,1,9,0,0
117507,2,1,2,3,1,1
117508,0,3,1, ,3, 
117509, ,0,0,5,1,0
117510,0,1,1,3,1,0
117511,0,4,2,0,1,1
117512,2, , ,6, ,0
117513,0, ,0,0,0,2
117514,0,2,1,7,3,2
117515,0,2,1,1,3,1
117516, ,3,0, ,2,2
117517, ,0,2,8,1,0
117518,2,0, ,0,3,0
117519,0,2,1,2,1,1
117520,1,3,0,2,0,1
117521, ,4,2, ,0,1
117522,1,1,2,5,0,2
117523,2, ,0,1,3,0
117524,0,3,1,9,3,0
117525,2,3,0,2,0, 
117526,1,3,2,6,2,1
117527,1,0,2,5,2,2
117528,1,0, ,5,0,2
117529,0,4,2, ,1,0
117530,2,4,1,9,1,1
117531,1,0, ,2,2,0
117532,2,2,2,9,1,1
117533,1,4, ,5,1,0
117534,0,4,1,10,3,1
117535,1,3, ,6,1,1
117536, ,0,0,1,1,0
117537,0,4,1,7,0, 
117538,2,3, ,1,1,2
117539,0,4,0,10, ,2
117540,2,3, ,7,0, 
117541,0,2,0,9,2,0
117542,0,4,2,3,3,0
117543,2,4,2,5,3,0
117544,0,4,0, ,1,0
117545,2,2,1,0,1,2
117546,1,4,2,8,3,1
117547,0, ,0, ,0,0
117548,2, ,0,10,1,1
117549,2,0,0,9,0,2
117550, ,4,0,3,3,1
117551, ,0,1,7,0,0
117552,0,4,0,8,3,2
117553,0,0,0,0,0,2
117554,0,2,1,6,2,0
117555,0, ,2,2,2,1
117556,0,3, ,6,3,2
117557,0,3,2,8,2,2
117558,2,2,2,6,3,0
117559,0,1,0,3,3,1
117560,2,2,0,6,0,0
117561,0,4,2,8,1,0
117562,2,2,1,0,2,0
117563,0,2,1,1,1,0
117564,1,4,1,1, ,0
117565,0, ,0,8,0,2
117566,2,3,2,3,0,2
117567,1,3,0,8,0,1
117568,2,4,1,4,1,2
117569,2,3,0,2,1,1
117570,2,3,0,6,3,2
117571,1,1,0,9,2,2
117572,0,4,1,4,1,1
117573,2,2,2,5,2,1
117574,2,3, ,9, ,0
117575,2,3,2,3,2,0
117576,2,0,1,5,3,0
117577,0,2,1,4,0,1
117578,1,2,1,9,0, 
117579,1,2,2,6,2,1
117580,2,4,0, , ,2
117581,2,1,0, , ,2
117582,2,2,2,2,2,2
117583,1,3,2,6,0,0
117584,2,4,1,5,1,0
117585,2,3,2,9,1,0
117586,1,1,0,9,3,2
117587,0,0,0,8,2,2
117588,0,1,0,10,2,2
117589,2,2,0,6,0,1
117590,2,3,0,5,3,0
117591,0,0,1,9, ,1
117592,1,1,1,1,1, 
117593,2,3,1,6,0,2
117594,0,4,1,3,3,2
117595,0,2,1,6,1,1
117596,1,4,0,7,3,2
117597,0,3, ,10,2,0
117598, ,3,0,6,2,1
117599,1,1,2,5,3,1
117600,2,0,0,8,2,0
117601,0,0,0,2,3,1
117602,2,0,1,1,2,2
117603,2,1,2,0,1,2
117604,0,4,2,1, ,2
117605,1,4,2, ,3,1
117606,2,3,2,8,2,2
117607,0,4,2, ,1,0
117608,2,1,1, ,2,0
117609,0,4, ,4,3,0
117610,1,3,1,7,0,2
117611,1,3,0,1,1,1
117612,0, ,0,5, ,1
117613, , ,2, ,1,2
117614,1,1,1, ,0,1
117615,1,2,0,8,0,1
117616,2,3,1,4,3, 
117617,1,2,1,2,3,2
117618,2,4,0,8,3,1
117619,1,1,1,3, ,2
117620,1,3,1,0, ,0
117621,0,0,2, ,0,0
117622, ,4,0,4,3,1
117623,2,0,0,1,3,2
117624,0,3,2,5,3,2
117625,2,1,1,5,3,0
117626,2,0, ,0,0,2
117627,0,2,0,1,2,0
117628,2,0,1,5, ,0
117629,0,2,2,1,0,0
117630,1,1,0,10,0, 
117631,1,0, ,8,1,0
117632, ,2,2,8,2, 
117633,2,3, ,9, ,0
117634,2, ,0, ,1,2
117635,0,3,0,3,2,1
117636,0,4,0,6,2,0
117637,0,3,0,5,0,1
117638,0,2,1,2,3, 
117639,2,2,1,6,0,2
117640,1,1,0,1,3,1
117641, ,1,1,4,0,0
117642,0,0, ,10,3,2
117643, ,0,0,5,3,1
117644, ,2,0,4,1,1
117645, ,3, ,5,1,0
117646,0,4,1,4, ,1
117647,1,3,1,7,3,1
117648,1,4,1, ,1,2
117649,2,4,1,1,1,2
117650,2,2,2,5,0,2
117651,0,3,0,8,3,0
117652,2,2,0,3,0,0
117653,1,0,1, , ,2
117654, ,0,1,5, ,0
117655,0,2,0,0,2,1
117656,2,3,0,0,0,2
117657,2,1,0,10,3,0
117658, ,4,1,1,1, 
117659,2,3,1,0,0,1
117660,0,0, ,9,2,1
117661,1,3, ,9,1,1
117662,0,4,1,9,0, 
117663,0,0,2,10,1,2
117664,2,4,0,10,0,0
117665,0,1,0,3,1,0
117666, ,2,2,6,0,2
117667,0,3,0,5,1,2
117668, ,1,0,2,1, 
117669,1, ,1,1,2,0
117670,2,1,2,6,1,1
117671,0,2,1,9,0,2
117672,1, ,2,0,2,1
117673,1,3,2,2,0,1
117674,2,3,2,2,0, 
117675,2,3,2,10,0,0
117676,0,2,0,7,1,0
117677,0,1,0, ,1,1
117678,0,1,2, ,1, 
117679,0,3,0, ,1, 
117680,0,1,2,3,0,2
117681,0,4,0,7,1,0
117682,2,1,2,7,0,2
117683,1,0,0,0, ,2
117684,0, ,1,3,3,2
117685,1, , , ,1,0
117686,1,2,0,4,1,0
117687,0,1,0,8,1,1
117688,1,4,1,10,0,0
117689,1,4,1,5,2,1
117690,1,3,2,3,2,0
117691,1, , ,1,0,2
117692,2,0,1,5,0,1
117693,0,3,2,4,3,1
117694,2,3,0,3,3,2
117695,0,3, ,7,1,0
117696,1,1,0,3,1, 
117697,2,0,2,7,2,2
117698,1,3,1,3,1,0
117699,1,3,1,2,1,1
117700,0,3,0,10,3,0
117701,0,0,1,5,2, 
117702,0, ,1,9,3,1
117703,2, ,2,5, ,2
117704,1, ,0,10,1,2
117705,0,1, ,6,1,1
117706,0,2, ,1,1,0
117707,1, ,2,2,1, 
117708,0,4,1,5,2,2
117709,2,3,0,4,3,0
117710,1,2, ,3, ,0
117711,0,1,1,9,0,1
117712,1,1,2,10, ,1
117713,0,0,2,10,1,0
117714,1,4,1,0,1,2
117715,1,2,1,5,3,2
117716,1, ,1,5,1,2
117717,1,0,0,6,3,0
117718,0,3,2,3,0,1
117719,1,3,2,10,1,1
117720,2,3,2,1,2,1
117721,1,1, ,4,0,1
117722,2,2,0,9,2,0
117723,0, ,2,7,0,2
117724,2,0,0,8,0,2
117725,1,0,1,4,3,0
117726,1,1,0,8,0,1
117727,2,1,2,3,3,2
117728, ,1,1,9,2,0
117729,1,3,1,3,1,2
117730,0,4,1,7,0,0
117731, ,2,2,4,0, 
117732,0,2,2, ,3,1
117733,2, ,2, ,0,0
117734,1, ,0,6,1,0
117735,2,1,0,9,0,0
117736,1,2, ,5,0,0
117737,2,1,1,10,0,1
117738,0,2,0,5,2,2
117739,1,3,0,7,3,1
117740,2,1,1,10,0,1
117741,0,4,1,7,1,2
117742,0,1,0,7,3,0
117743,1,0,2,9,3, 
117744,2,0,1, ,0,0
117745, ,3,0, ,1, 
117746,0,2,2,7,0,2
117747,2,2,2,6,0,1
117748,1,1,0,9,0,0
117749,0,4,2, , ,2
117750,1,3,1,8,1,2
117751,0, ,0,4,1,2
117752, ,3,2,9,0,2
117753,2,1,1,0,2,1
117754,1, ,1,6,0,2
117755,2,2,2,2,1,2
117756,0,3, , ,1,2
117757,1,0,0,7,2,2
117758,0, ,1,4,2, 
117759,2,4,1,4,0,2
117760,2,3,2,8,2, 
117761,0,2,0,7,0,2
117762, , ,1,5,1,1
117763,2,2,0,9,2,0
117764,2, ,0, ,1,1
117765,0,3,0,6,1, 
117766,0,2,2,1,1,1
117767,0,4,0,7,0,1
117768,2,1,2,7,2,0
117769,1,1,2,4,1,0
117770,2, , ,10,1,1
117771,0,4,0,3,3,0
117772,0,2,2,7, , 
117773,1,3,2,9,3,0
117774,2, ,2,4,1,2
117775,0,4,0,7,3,1
117776, ,3,0,5,0,0
117777,1,3,2,8,1,0
117778,1,4,1,6,3,2
117779,1,0,0,8,2,0
117780,2,0,2,3, ,1
117781,1,2,2,5,3,0
117782,2,0,1,3,0,1
117783,1,3,2,3,2,2
117784,1,1,0, ,3,1
117785,1,4, ,9, ,1
117786,1,1,0,4,2,2
117787,1, ,0,10,3,1
117788,0,3,0,9, ,2
117789,1,0,0,8,3,2
117790,1,2,0,8,3,1
117791,1,1, ,7,1,2
117792,1,1,1,7, ,0
117793,0,4, ,6,2,2
117794,2,1,0,7,0,1
117795,1,1,1,5,0,2
117796,2,1,0,6,0,2
117797,2, ,2,8,2,1
117798,0, ,0,7,1,1
117799,1,3,0, ,3, 
117800,0,3,2,4,2,0
117801,1,4,2,5, ,1
117802, , ,0,7,0, 
117803,1,1,0,6,0, 
117804,0,3,1,8, ,1
117805,2, ,1,1,3,1
117806,2,3, ,5,3,1
117807, ,1,2,9,1,2
117808,1,4,0,3, ,0
117809,2,4,0,7,2,1
117810,1,1,0,8,1,1
117811,1,0,0,7,2, 
117812,2,1,1,3, ,0
117813,0,1, ,10,1,0
117814,0,1,0, ,2,2
117815,2,4,0,5,3,0
117816, ,4,0,8,3,2
117817,2,1,2,8,1,1
117818, ,3,2,7,0, 
117819,0,1,1,5,0,2
117820,1,2,1,9,3,1
117821,0,1,1,6, ,0
117822,1,4,0,8,2,2
117823,1,4, ,2,0,0
117824,2,0,0,4, ,0
117825,0,0, ,6,0,2
117826,2,0,2,9,2, 
117827,1,4,1, ,0,2
117828,2,4,0,2,0,1
117829,1, ,1,8,0,2
117830,2,1,2,6,1,2
117831,0, ,1,6,2,0
117832,0, ,0,9,2,1
117833,2,2,2,10,0,0
117834, ,0,2,7,2, 
117835,1,2,1,10,3,0
117836,1,0,1,8, ,1
117837,0,1,1,5,2,1
117838,1,0,0,3, ,1
117839,0,1,0,3,1,0
117840,2,3, ,2,3,1
117841,2,4,2,1, ,0
117842,2,2,1,9,1, 
117843,0,2,0,9, ,0
117844,2,3,0,9,2,1
117845,2,1,0,1,3,0
117846,1,3, , ,2, 
117847,2,1,1,5, ,2
117848,0,3,0,4,2,0
117849,1,2,0,4,1,0
117850,1,1, ,4,3,1
117851,2,3,0,1,2,2
117852,0,0,0,10,0, 
117853,1,2,1,4,0,1
117854,0,1,0,8,0, 
117855,0,3,0,0,0,2
117856,2,4, ,5,0,1
117857,1,1, ,9,3,2
117858,1,4,0,7,3,0
117859, ,1,2, ,3,1
117860,2,0,1,6,1,1
117861,2,1, ,2,3,2
117862,2,3,1,1,3, 
117863, ,2,2,4,0,2
117864,1, ,0,1,2,2
117865,0,4, ,4,3,0
117866,2,4,0,9,2,1
117867,2,3,0,10,2,1
117868, ,4,0,7,3,1
117869,0,3,1,1,3,0
117870,0,2,2,8, ,0
117871,0,3,1,2,2,1
117872, ,2,1,3,0,2
117873, ,2,1,9,0,2
117874,1,3,0, , ,0
117875,1,2,2,5,3,2
117876, ,4,1,5,1,2
117877,1, , ,7,2,1
117878, ,3,1,5,0,1
117879,1,1,1,2,3,0
117880,1,1, , ,0,2
117881,2,3,2,0,2,1
117882,1,2,0,6, ,0
117883,1,2,2,9,0,2
